sku_id,description,first_sale_date,last_sale_date,average_selling_price,total_units_sold,total_revenue,history_weeks,is_recent,is_long_enough,in_core_scope
23408,PHOTO FRAME LINEN AND LACE SMALL,2011-09-07,2011-12-07,2.08,310.0,644.8000000000001,13.0,True,False,False
23409,PHOTO FRAME LINEN AND LACE LARGE,2011-09-07,2011-12-05,3.814883720930232,215.0,801.6800000000001,12.714285714285714,True,False,False
23410,CURIO CABINET LINEN AND LACE,2011-09-08,2011-11-25,8.027777777777779,36.0,290.1,11.142857142857142,True,False,False
23411,TRELLIS COAT RACK,2011-09-04,2011-12-02,5.844035087719298,227.0,1118.61,12.714285714285714,True,False,False
23412,HEART MIRROR ANTIQUE WHITE,2011-09-06,2011-10-10,7.724415584415584,358.0,2354.8,4.857142857142857,False,False,False
23413,VINTAGE COFFEE GRINDER BOX,2011-09-07,2011-12-08,6.318275862068965,173.0,909.31,13.142857142857142,True,False,False
23414,ZINC BOX SIGN HOME,2011-09-04,2011-11-30,10.07375,141.0,1378.75,12.428571428571429,True,False,False
23415,HOME SWEET HOME HOOK,2011-09-07,2011-12-08,1.4517021276595743,328.0,412.1799999999999,13.142857142857142,True,False,False
23416,CHAMBRE HOOK,2011-09-12,2011-12-08,1.7564,132.0,184.68,12.428571428571429,True,False,False
23417,BATHROOM HOOK,2011-09-07,2011-12-08,1.5964285714285713,146.0,157.5,13.142857142857142,True,False,False
23418,LAVENDER TOILETTE BOTTLE,2011-09-11,2011-12-09,2.562025316455696,557.0,1166.0,12.714285714285714,True,False,False
23419,HOME SWEET HOME BOTTLE,2011-09-11,2011-12-08,2.6725581395348836,473.0,1043.72,12.571428571428571,True,False,False
23420,PANTRY HOOK TEA STRAINER,2011-09-15,2011-12-04,2.33625,164.0,351.37,11.428571428571429,True,False,False
23421,PANTRY HOOK SPATULA,2011-09-08,2011-12-04,2.5148484848484847,160.0,349.2,12.428571428571429,True,False,False
23422,PANTRY HOOK BALLOON WHISK,2011-09-07,2011-12-08,2.777872340425532,213.0,477.89,13.142857142857142,True,False,False
23423,PANTRY 3 HOOK ROLLING PIN HANGER,2011-09-08,2011-12-08,4.536969696969697,219.0,876.9,13.0,True,False,False
23424,GINGHAM RECIPE BOOK BOX,2011-09-04,2011-12-09,6.186740740740741,462.0,2509.62,13.714285714285714,True,False,False
23425,STORAGE TIN HOME SWEET HOME,2011-09-04,2011-12-09,3.0989285714285715,275.0,621.44,13.714285714285714,True,False,False
23426,METAL SIGN DROP YOUR PANTS,2011-09-05,2011-12-09,3.3344711538461542,1275.0,3444.4300000000003,13.571428571428571,True,False,False
23427,STOOL HOME SWEET HOME,2011-09-04,2011-12-08,12.967478260869566,237.0,2860.58,13.571428571428571,True,False,False
23428,IVORY RETRO KITCHEN WALL CLOCK,2011-11-17,2011-12-09,9.915454545454546,77.0,675.91,3.142857142857143,True,False,False
23429,RED RETRO KITCHEN WALL CLOCK,2011-11-21,2011-12-09,8.887391304347826,47.0,400.01,2.5714285714285716,True,False,False
23430,BLUE RETRO KITCHEN WALL CLOCK,2011-11-20,2011-12-09,8.621111111111112,36.0,301.88,2.7142857142857144,True,False,False
23431,NATURAL HANGING QUILTED HEARTS,2011-08-26,2011-12-01,1.363918918918919,1449.0,1171.23,13.857142857142858,True,False,False
23432,PRETTY HANGING QUILTED HEARTS,2011-08-31,2011-12-06,1.3654054054054052,1276.0,1088.36,13.857142857142858,True,False,False
23433,HANGING QUILTED PATCHWORK APPLES,2011-08-26,2011-12-04,1.500224719101123,1258.0,1108.58,14.285714285714286,True,False,False
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,2011-09-11,2011-12-09,0.8802,2095.0,1884.17,12.714285714285714,True,False,False
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,2011-09-09,2011-12-09,0.8976767676767677,824.0,732.4200000000001,13.0,True,False,False
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,2011-08-02,2011-12-08,1.4442982456140352,1979.0,2367.39,18.285714285714285,True,False,False
23437,50'S CHRISTMAS GIFT BAG LARGE,2011-08-22,2011-12-09,1.4238931297709925,1939.0,2373.63,15.571428571428571,True,False,False
23438,RED SPOT GIFT BAG LARGE,2011-08-03,2011-12-09,1.370183486238532,1809.0,2209.92,18.285714285714285,True,False,False
23439,HAND WARMER RED LOVE HEART,2011-08-24,2011-12-09,2.2266262135922332,3986.0,8855.51,15.285714285714286,True,False,False
23440,PAINT YOUR OWN EGGS IN CRATE,2011-11-24,2011-12-07,2.022,164.0,299.36,1.8571428571428572,True,False,False
23441,HAND PAINTED HANGING EASTER EGG,2011-11-23,2011-12-07,0.42,22.0,9.24,2.0,True,False,False
23442,12 HANGING EGGS HAND PAINTED,2011-11-15,2011-12-07,2.08,40.0,83.2,3.142857142857143,True,False,False
23444,Next Day Carriage,2011-05-26,2011-12-08,15.189873417721518,79.0,1200.0,28.0,True,False,False
23445,ICE CREAM BUBBLES,2011-08-24,2011-12-09,0.8659803921568627,2668.0,2161.24,15.285714285714286,True,False,False
23446,BLUE BUNNY EASTER EGG BASKET,2011-10-10,2011-12-07,1.5833333333333333,157.0,230.24999999999997,8.285714285714286,True,False,False
23447,PINK BUNNY EASTER EGG BASKET,2011-10-10,2011-12-07,1.6,158.0,231.9,8.285714285714286,True,False,False
23448,CREAM BUNNY EASTER EGG BASKET,2011-10-10,2011-11-30,1.6499999999999997,25.0,41.24999999999999,7.285714285714286,True,False,False
23449,SET OF 6 EASTER RAINBOW CHICKS,2011-11-15,2011-11-15,1.25,12.0,15.0,0.0,True,False,False
23451,SQUARE MINI PORTRAIT FRAME,2011-10-14,2011-12-09,2.273396226415094,277.0,556.17,8.0,True,False,False
23452,HEART MINI PORTRAIT FRAME,2011-10-14,2011-12-08,2.07183908045977,518.0,1021.76,7.857142857142857,True,False,False
23453,OVAL  MINI PORTRAIT FRAME,2011-10-14,2011-12-08,1.9883673469387753,316.0,615.98,7.857142857142857,True,False,False
23454,SET OF 3 MINI HANGING PORTRAITS,2011-10-21,2011-12-08,4.5190909090909095,174.0,733.2,6.857142857142857,True,False,False
23455,SMALL PARLOUR PICTURE FRAME,2011-10-16,2011-12-08,2.867777777777778,207.0,569.4300000000001,7.571428571428571,True,False,False
23456,MEDIUM PARLOUR PICTURE FRAME,2011-10-16,2011-12-04,4.116666666666667,158.0,634.1,7.0,True,False,False
23457,LARGE PARLOUR PICTURE FRAME,2011-10-16,2011-12-08,5.109354838709678,112.0,549.88,7.571428571428571,True,False,False
23458,DOLLY CABINET 3 DRAWERS,2011-10-17,2011-12-08,14.95,51.0,762.4499999999999,7.428571428571429,True,False,False
23459,DOLLY CABINET 2 DRAWERS,2011-10-16,2011-12-08,12.5,33.0,412.5,7.571428571428571,True,False,False
23460,SWEETHEART WALL TIDY,2011-10-20,2011-12-05,9.90093023255814,108.0,1007.08,6.571428571428571,True,False,False
23461,SWEETHEART BIRD HOUSE,2011-09-29,2011-12-07,4.551500000000001,847.0,3041.21,9.857142857142858,True,False,False
23462,ROCOCO WALL MIRROR WHITE,2011-10-20,2011-12-08,20.69695652173913,80.0,1607.04,7.0,True,False,False
23463,VINTAGE ZINC WATERING CAN,2011-10-16,2011-12-09,11.20625,13.0,139.39999999999998,7.714285714285714,True,False,False
23464,VINTAGE ZINC WATERING CAN SMALL,2011-10-16,2011-12-09,6.2125,18.0,99.2,7.714285714285714,True,False,False
23465,TUSCAN VILLA FEEDING STATION,2011-10-04,2011-12-08,8.77375,29.0,247.63,9.285714285714286,True,False,False
23466,TUSCAN VILLA DOVECOTE,2011-09-30,2011-12-08,10.084444444444443,55.0,498.03,9.857142857142858,True,False,False
23467,VINTAGE ZINC PLANTER,2011-10-17,2011-12-09,4.366363636363636,32.0,120.08,7.571428571428571,True,False,False
23468,TUSCAN VILLA BIRD TABLE,2011-10-06,2011-11-23,8.25,19.0,156.75,6.857142857142857,True,False,False
23469,CARD HOLDER LOVE BIRD SMALL,2011-09-30,2011-12-09,4.643611111111111,332.0,1355.24,10.0,True,False,False
23470,CARD HOLDER LOVE BIRD LARGE,2011-10-02,2011-12-05,6.810714285714286,232.0,1460.5,9.142857142857142,True,False,False
23471,SIX DRAWER OFFICE TIDY,2011-09-30,2011-12-02,10.162592592592592,65.0,616.79,9.0,True,False,False
23472,NINE DRAWER OFFICE TIDY,2011-10-02,2011-12-07,16.09060606060606,58.0,894.42,9.428571428571429,True,False,False
23473,WOODLAND SMALL RED FELT HEART,2011-10-20,2011-12-07,0.9533333333333333,678.0,552.02,6.857142857142857,True,False,False
23474,WOODLAND SMALL BLUE FELT HEART,2011-10-24,2011-12-08,1.0405263157894735,312.0,270.96,6.428571428571429,True,False,False
23475,WOODLAND SMALL PINK FELT HEART,2011-10-27,2011-12-07,0.959032258064516,286.0,242.18,5.857142857142857,True,False,False
23476,WOODLAND LARGE RED FELT HEART,2011-10-20,2011-11-30,1.4700000000000002,205.0,264.72,5.857142857142857,True,False,False
23477,WOODLAND LARGE BLUE FELT HEART,2011-10-20,2011-11-30,1.7153846153846155,92.0,123.47,5.857142857142857,True,False,False
23478,WOODLAND LARGE PINK FELT HEART,2011-10-20,2011-12-01,1.5130769230769232,285.0,324.40000000000003,6.0,True,False,False
23479,WIRE EGG BASKET,2011-10-17,2011-12-08,8.26659090909091,113.0,872.38,7.428571428571429,True,False,False
23480,MINI LIGHTS WOODLAND MUSHROOMS,2011-10-19,2011-12-09,4.428761467889909,1798.0,6719.14,7.285714285714286,True,False,False
23481,PEARLISED IVORY HEART SMALL,2011-10-17,2011-12-06,1.28125,228.0,281.17,7.142857142857143,True,False,False
23482,PEARLISED IVORY HEART LARGE,2011-10-14,2011-12-06,1.765897435897436,418.0,661.02,7.571428571428571,True,False,False
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,2011-10-03,2011-12-08,2.409054054054054,1328.0,1636.36,9.428571428571429,True,False,False
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,2011-09-30,2011-12-08,3.673333333333334,185.0,547.35,9.857142857142858,True,False,False
23485,BOTANICAL GARDENS WALL CLOCK,2011-10-20,2011-12-08,24.791807228915665,262.0,5843.92,7.0,True,False,False
23486,ANTIQUE HEART SHELF UNIT,2011-10-20,2011-12-08,17.8127027027027,275.0,4145.47,7.0,True,False,False
23487,SWEET HEART CAKE CARRIER,2011-10-14,2011-12-08,10.365454545454543,80.0,795.5799999999999,7.857142857142857,True,False,False
23489,"GARLAND, VINTAGE BELLS",2011-10-20,2011-12-09,3.221454545454545,913.0,2709.23,7.142857142857143,True,False,False
23490,T-LIGHT HOLDER HANGING LOVE BIRD,2011-10-14,2011-12-08,3.961287128712871,542.0,2032.77,7.857142857142857,True,False,False
23491,VINTAGE JINGLE BELLS HEART,2011-10-20,2011-12-07,8.462151898734177,228.0,1897.76,6.857142857142857,True,False,False
23492,VINTAGE JINGLE BELLS WREATH,2011-10-20,2011-12-05,8.549285714285714,76.0,635.38,6.571428571428571,True,False,False
23493,VINTAGE DOILY TRAVEL SEWING KIT,2011-09-22,2011-12-09,2.156320754716981,3964.0,8497.98,11.142857142857142,True,False,False
23494,VINTAGE DOILY DELUXE SEWING KIT,2011-09-25,2011-12-09,6.812864077669903,809.0,5354.01,10.714285714285714,True,False,False
23495,SET OF 3 PANTRY WOODEN SPOONS,2011-10-30,2011-12-09,1.7221951219512197,225.0,306.66,5.714285714285714,True,False,False
23496,PANTRY KITCHEN THERMOMETER,2011-10-30,2011-12-08,1.562258064516129,112.0,154.52,5.571428571428571,True,False,False
23497,CLASSIC CHROME BICYCLE BELL,2011-10-28,2011-12-09,1.62365,2558.0,3656.02,6.0,True,False,False
23498,CLASSIC BICYCLE CLIPS,2011-11-25,2011-12-09,1.657941176470588,1640.0,2372.68,2.0,True,False,False
23499,SET 12 VINTAGE DOILY CHALK,2011-10-20,2011-12-08,0.4831858407079646,1312.0,586.23,7.0,True,False,False
23500,KEY RING BASEBALL BOOT ASSORTED,2011-10-04,2011-12-08,1.3861764705882351,1626.0,2038.33,9.285714285714286,True,False,False
23501,KEY RING BASEBALL BOOT UNION JACK,2011-10-05,2011-12-09,1.4955263157894738,1821.0,2217.87,9.285714285714286,True,False,False
23502,PLAYING CARDS VINTAGE DOILEY,2011-09-22,2011-12-07,1.3016842105263158,714.0,896.41,10.857142857142858,True,False,False
23503,PLAYING CARDS KEEP CALM & CARRY ON,2011-09-22,2011-12-09,1.279298245614035,3643.0,4860.55,11.142857142857142,True,False,False
23504,PLAYING CARDS JUBILEE UNION JACK,2011-09-22,2011-12-08,1.3483410138248846,1927.0,2848.89,11.0,True,False,False
23505,PLAYING CARDS I LOVE LONDON,2011-09-22,2011-12-08,1.3546153846153848,1200.0,1651.29,11.0,True,False,False
23506,MINI PLAYING CARDS SPACEBOY,2011-09-22,2011-12-09,0.4626490066225165,2723.0,1129.12,11.142857142857142,True,False,False
23507,MINI PLAYING CARDS BUFFALO BILL,2011-09-22,2011-12-08,0.4734645669291338,2882.0,1155.67,11.0,True,False,False
23508,MINI PLAYING CARDS DOLLY GIRL,2011-09-22,2011-12-09,0.4665625,2627.0,1163.45,11.142857142857142,True,False,False
23509,MINI PLAYING CARDS FUN FAIR,2011-09-22,2011-12-08,0.4865151515151515,1062.0,451.46,11.0,True,False,False
23510,MINI PLAYING CARDS GYMKHANA,2011-09-22,2011-12-09,0.4972,2521.0,1118.8,11.142857142857142,True,False,False
23511,EMBROIDERED RIBBON REEL EMILY,2011-09-22,2011-12-08,2.3309090909090906,571.0,1252.01,11.0,True,False,False
23512,EMBROIDERED RIBBON REEL ROSIE,2011-09-22,2011-12-08,2.3164912280701753,500.0,975.24,11.0,True,False,False
23513,EMBROIDERED RIBBON REEL SUSIE,2011-09-22,2011-12-05,2.306,566.0,1114.26,10.571428571428571,True,False,False
23514,EMBROIDERED RIBBON REEL SALLY,2011-09-22,2011-12-04,2.349189189189189,478.0,977.39,10.428571428571429,True,False,False
23515,EMBROIDERED RIBBON REEL DAISY,2011-09-22,2011-12-09,2.3925,579.0,1164.98,11.142857142857142,True,False,False
23516,EMBROIDERED RIBBON REEL SOPHIE,2011-09-25,2011-12-05,3.848181818181818,296.0,1058.6,10.142857142857142,True,False,False
23517,EMBROIDERED RIBBON REEL REBECCA,2011-09-22,2011-12-06,3.4480952380952385,334.0,996.38,10.714285714285714,True,False,False
23518,EMBROIDERED RIBBON REEL RACHEL,2011-09-22,2011-12-02,3.0959090909090907,361.0,980.41,10.142857142857142,True,False,False
23519,EMBROIDERED RIBBON REEL CLAIRE,2011-09-25,2011-11-24,4.484583333333333,224.0,792.31,8.571428571428571,True,False,False
23520,EMBROIDERED RIBBON REEL RUBY,2011-09-22,2011-12-05,3.9675,167.0,600.55,10.571428571428571,True,False,False
23521,CAT AND BIRD WALL ART,2011-10-03,2011-12-09,4.204090909090909,413.0,793.37,9.571428571428571,True,False,False
23522,DOG AND BALL WALL ART,2011-10-03,2011-12-08,3.680625,354.0,727.4399999999999,9.428571428571429,True,False,False
23523,TREASURE AHOY WALL ART,2011-10-03,2011-12-08,3.9346341463414634,360.0,1173.8100000000002,9.428571428571429,True,False,False
23524,HORSE & PONY WALL ART,2011-10-02,2011-12-09,4.323968253968254,481.0,1557.63,9.714285714285714,True,False,False
23525,BUFFALO BILL WALL ART,2011-10-02,2011-12-09,4.1639622641509435,582.0,1863.82,9.714285714285714,True,False,False
23526,DOG LICENCE WALL ART,2011-10-03,2011-12-09,8.24888888888889,1012.0,6021.4,9.571428571428571,True,False,False
23527,ANIMALS AND NATURE WALL ART,2011-10-03,2011-12-09,3.998125,420.0,1428.56,9.571428571428571,True,False,False
23528,SPACEBOY WALL ART,2011-10-03,2011-12-08,4.7792,479.0,1504.49,9.428571428571429,True,False,False
23529,DOLLY GIRL WALL ART,2011-10-03,2011-12-08,4.338648648648649,637.0,2011.99,9.428571428571429,True,False,False
23530,WALL ART ONLY ONE PERSON,2011-10-03,2011-12-09,5.577586206896552,1056.0,4436.27,9.571428571428571,True,False,False
23531,WALL ART BIG LOVE,2011-10-03,2011-12-08,7.661681415929204,976.0,5538.26,9.428571428571429,True,False,False
23532,WALL ART WORK REST AND PLAY,2011-10-02,2011-12-08,5.301612903225807,210.0,901.58,9.571428571428571,True,False,False
23533,WALL ART GARDEN HAVEN,2011-10-03,2011-12-09,6.166944444444445,215.0,998.64,9.571428571428571,True,False,False
23534,STOP FOR TEA WALL ART,2011-10-02,2011-12-09,7.53896551724138,1387.0,8608.9,9.714285714285714,True,False,False
23535,BICYCLE SAFTEY WALL ART,2011-10-02,2011-12-09,7.446898148148148,1324.0,8440.24,9.714285714285714,True,False,False
23536,VILLAGE SHOW WALL ART,2011-10-03,2011-12-09,6.794705882352942,626.0,3442.13,9.571428571428571,True,False,False
23537,I LOVE LONDON WALL ART,2011-10-03,2011-12-09,6.9405882352941175,111.0,581.13,9.571428571428571,True,False,False
23538,WALL ART VINTAGE HEART,2011-10-03,2011-12-09,5.7790625,331.0,1329.54,9.571428571428571,True,False,False
23539,WALL ART LOVES' SECRET,2011-10-02,2011-12-05,6.594047619047619,247.0,1227.95,9.142857142857142,True,False,False
23540,WALL ART THE MAGIC FOREST,2011-10-03,2011-12-06,8.424285714285714,150.0,947.06,9.142857142857142,True,False,False
23541,WALL ART CLASSIC PUDDINGS,2011-10-02,2011-12-06,9.71203947368421,872.0,6823.91,9.285714285714286,True,False,False
23542,70'S ALPHABET WALL ART,2011-10-03,2011-12-08,9.784157303370788,506.0,3800.16,9.428571428571429,True,False,False
23543,KEEP CALM WALL ART,2011-10-03,2011-12-08,8.530952380952382,1236.0,7010.76,9.428571428571429,True,False,False
23544,WALL ART MID CENTURY MODERN,2011-10-03,2011-12-06,7.523000000000001,164.0,1015.78,9.142857142857142,True,False,False
23545,WRAP RED DOILEY,2011-07-20,2011-12-08,0.4190588235294117,2480.0,1025.6,20.142857142857142,True,False,False
23546,WRAP PAISLEY PARK,2011-07-19,2011-12-08,0.42,3250.0,1365.0,20.285714285714285,True,False,False
23547,WRAP FLOWER SHOP,2011-07-20,2011-12-06,0.42,1575.0,661.5,19.857142857142858,True,False,False
23548,WRAP MAGIC FOREST,2011-07-20,2011-12-08,0.42,1075.0,451.5,20.142857142857142,True,False,False
23549,WRAP BIRD GARDEN,2011-07-19,2011-12-01,0.42,1305.0,548.1,19.285714285714285,True,False,False
23550,WRAP ALPHABET POSTER,2011-07-18,2011-12-09,0.41875,1855.0,763.1,20.571428571428573,True,False,False
23551,PACK OF 12 PAISLEY PARK TISSUES,2011-09-01,2011-12-09,0.5168115942028985,1840.0,839.8399999999999,14.142857142857142,True,False,False
23552,BICYCLE PUNCTURE REPAIR KIT,2011-11-25,2011-12-09,2.2640650406504066,1863.0,3881.91,2.0,True,False,False
23553,LANDMARK FRAME CAMDEN TOWN,2011-10-20,2011-12-08,13.30220588235294,568.0,6444.65,7.0,True,False,False
23554,LANDMARK FRAME OXFORD STREET,2011-10-19,2011-12-08,13.047017543859647,422.0,4805.53,7.142857142857143,True,False,False
23555,LANDMARK FRAME NOTTING HILL,2011-10-19,2011-12-09,12.897450980392156,421.0,4780.57,7.285714285714286,True,False,False
23556,LANDMARK FRAME COVENT GARDEN,2011-10-19,2011-12-08,12.61811320754717,436.0,4937.01,7.142857142857143,True,False,False
23557,LANDMARK FRAME BAKER STREET,2011-10-19,2011-12-08,13.181875,350.0,3930.27,7.142857142857143,True,False,False
23558,LANDMARK FRAME LONDON BRIDGE,2011-10-19,2011-12-08,13.125384615384617,415.0,4703.87,7.142857142857143,True,False,False
23559,WOODLAND BUNNIES LOLLY MAKERS,2011-09-08,2011-12-09,2.8688709677419357,649.0,1482.41,13.142857142857142,True,False,False
23560,SET OF 6 RIBBONS COUNTRY STYLE,2011-11-27,2011-12-08,3.543846153846154,172.0,499.18,1.5714285714285714,True,False,False
23561,SET OF 6 RIBBONS PARTY,2011-11-27,2011-12-09,3.40875,170.0,476.0,1.7142857142857142,True,False,False
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,2011-11-27,2011-12-09,3.2853488372093027,251.0,724.59,1.7142857142857142,True,False,False
23564,EGG CUP MILKMAID INGRID,2011-10-13,2011-12-09,1.7567105263157894,644.0,841.31,8.142857142857142,True,False,False
23565,EGG CUP MILKMAID HELGA,2011-10-16,2011-12-09,1.8453968253968256,410.0,586.31,7.714285714285714,True,False,False
23566,EGG CUP MILKMAID HEIDI,2011-10-17,2011-12-08,1.769759036144578,881.0,1156.93,7.428571428571429,True,False,False
23567,EGG CUP HENRIETTA HEN PINK,2011-10-14,2011-12-09,1.823157894736842,211.0,291.58,8.0,True,False,False
23568,EGG CUP HENRIETTA HEN CREAM,2011-10-16,2011-12-08,1.7454166666666666,630.0,787.52,7.571428571428571,True,False,False
23569,TRADTIONAL ALPHABET STAMP SET,2011-10-21,2011-12-09,5.3034693877551025,954.0,4717.66,7.0,True,False,False
23570,TRADITIONAL PICK UP STICKS GAME,2011-10-21,2011-12-09,1.431118881118881,2772.0,4931.87,7.0,True,False,False
23571,TRADITIONAL NAUGHTS & CROSSES,2011-10-21,2011-12-09,1.892137404580153,2841.0,6406.91,7.0,True,False,False
23574,PACKING CHARGE,2011-07-06,2011-12-07,7.5,14.0,105.0,22.0,True,False,False
23575,SNACK TRAY PAISLEY PARK,2011-11-27,2011-12-09,2.5823529411764703,179.0,367.35,1.7142857142857142,True,False,False
23576,SNACK TRAY RED VINTAGE DOILY,2011-11-27,2011-12-08,2.4010526315789473,198.0,400.04,1.5714285714285714,True,False,False
23578,SNACK TRAY RED GINGHAM,2011-11-27,2011-12-08,2.417142857142857,60.0,125.72,1.5714285714285714,True,False,False
23579,SNACK TRAY I LOVE LONDON,2011-10-18,2011-12-09,2.6265714285714283,169.0,358.75,7.428571428571429,True,False,False
23580,SNACK TRAY HAPPY FOREST,2011-11-27,2011-12-07,2.2116,116.0,234.92,1.4285714285714286,True,False,False
23581,JUMBO BAG PAISLEY PARK,2011-10-25,2011-12-09,2.256289855072464,5020.0,11581.83,6.428571428571429,True,False,False
23582,VINTAGE DOILY JUMBO BAG RED,2011-10-25,2011-12-08,2.2147709923664123,4802.0,10206.41,6.285714285714286,True,False,False
23583,LUNCH BAG PAISLEY PARK,2011-10-25,2011-12-09,1.8020481927710843,3385.0,5497.33,6.428571428571429,True,False,False
23597,PAPER BUNTING PAISLEY PARK,2011-11-10,2011-12-08,3.186129032258065,249.0,679.07,4.0,True,False,False
23598,PAPER BUNTING VINTAGE PARTY,2011-11-10,2011-12-09,3.235106382978723,427.0,1215.53,4.142857142857143,True,False,False
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,2011-09-23,2011-11-28,2.49,8.0,19.92,9.428571428571429,True,False,False
23602,SET 10 CARDS 3 WISE MEN 17107,2011-11-11,2011-11-11,2.91,1.0,2.91,0.0,True,False,False
23603,SET 10 CARD KRAFT REINDEER 17084,2011-10-14,2011-12-08,2.49,20.0,49.8,7.857142857142857,True,False,False
23604,SET 10 MINI SANTA & SNOWMAN  17087,2011-10-03,2011-10-17,1.66,4.0,6.64,2.0,True,False,False
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,2011-10-05,2011-10-05,2.91,4.0,11.64,0.0,False,False,False
23607,SET 10 CARDS HATS & STOCKINGS 17081,2011-09-13,2011-11-24,1.66,8.0,13.28,10.285714285714286,True,False,False
23608,SET 10 CARDS RUDOLPHS NOSE 17097,2011-11-03,2011-12-08,2.91,4.0,11.64,5.0,True,False,False
23609,SET 10 CARDS SNOWY ROBIN 17099,2011-11-28,2011-11-28,2.91,1.0,2.91,0.0,True,False,False
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,2011-09-23,2011-11-11,2.08,3.0,6.24,7.0,True,False,False
23611,SET 10 CARDS RED RIDING HOOD 17214,2011-09-12,2011-12-09,2.49,40.0,99.6,12.571428571428571,True,False,False
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,2011-10-06,2011-11-17,1.66,5.0,8.299999999999999,6.0,True,False,False
23613,SET 10 XMAS CARDS & BADGES 17070,2011-09-07,2011-11-28,2.49,11.0,27.39,11.714285714285714,True,False,False
23614,SET 10 CARDS 12 DAYS WRAP  17058,2011-09-07,2011-12-08,3.33,26.0,86.58000000000001,13.142857142857142,True,False,False
23615,SET 10 CARDS PRINTED GRAPHIC 17219,2011-10-27,2011-12-06,2.49,4.0,9.96,5.714285714285714,True,False,False
23616,SET 10 CARDS JINGLE BELLS 17217,2011-11-09,2011-12-09,2.49,8.0,19.92,4.285714285714286,True,False,False
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2011-11-29,2011-11-29,2.91,2.0,5.82,0.0,True,False,False
23619,SET 10 CARDS POINSETTIA 17093,2011-10-05,2011-11-08,2.49,4.0,9.96,4.857142857142857,True,False,False
23620,SET 10 CARDS PERFECT POST 17090,2011-09-02,2011-11-18,2.49,10.0,24.9,11.0,True,False,False
23621,SET 10 CARDS DAVID'S MADONNA 17074,2011-11-11,2011-12-09,2.49,6.0,14.94,4.0,True,False,False
23623,SET 10 CARD CHRISTMAS WELCOME 17112,2011-09-02,2011-11-29,2.91,8.0,23.28,12.571428571428571,True,False,False
23624,SET 10 CARD PERFECT NATIVITY 17089,2011-09-22,2011-11-11,2.49,4.0,9.96,7.142857142857143,True,False,False
23625,SET 6 CARDS SPARKLY REINDEER 17262,2011-09-15,2011-12-02,4.99,9.0,44.91,11.142857142857142,True,False,False
23626,SET 10 CARDS DINKY TREE 17076,2011-10-03,2011-12-08,2.49,43.0,107.07,9.428571428571429,True,False,False
23627,SET 10 CARDS XMAS GRAPHIC  17218,2011-11-11,2011-11-25,2.49,7.0,17.43,2.0,True,False,False
23628,SET 10 CARDS TRIANGLE ICONS  17220,2011-10-31,2011-10-31,2.91,1.0,2.91,0.0,True,False,False
23629,SET 10 CARDS DRESSING UP 17077,2011-09-21,2011-11-25,2.49,24.0,59.760000000000005,9.285714285714286,True,False,False
23630,SET 10 CARDS HANGING BAUBLES 17080,2011-09-22,2011-11-30,2.74,2.0,5.48,9.857142857142858,True,False,False
23632,SET 10 CARDS CHEERFUL ROBIN 17065,2011-09-23,2011-11-30,2.08,15.0,31.200000000000003,9.714285714285714,True,False,False
23633,SET 10 CARDS WORLD CHILDREN 17067,2011-10-31,2011-11-21,2.49,3.0,7.470000000000001,3.0,True,False,False
23634,SET 10 CARDS XMAS CHOIR 17068,2011-09-02,2011-12-06,2.91,5.0,14.55,13.571428571428571,True,False,False
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,2011-10-05,2011-12-09,4.16,3.0,12.48,9.285714285714286,True,False,False
23636,SET 10 CARDS WISHING TREE 17116,2011-10-24,2011-12-08,2.91,9.0,26.19,6.428571428571429,True,False,False
23637,SET 10 CARDS OUT OF ORDER 17216,2011-09-07,2011-12-08,2.49,11.0,27.39,13.142857142857142,True,False,False
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2011-09-27,2011-11-24,2.91,2.0,5.82,8.285714285714286,True,False,False
23639,SET 10 CARDS MAGICAL TREE 17086,2011-09-15,2011-11-17,3.33,4.0,13.32,9.0,True,False,False
23640,SET 10 CARDS SCOTTIE DOG 17211,2011-09-07,2011-12-08,2.49,9.0,22.410000000000004,13.142857142857142,True,False,False
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,2011-10-31,2011-10-31,3.33,1.0,3.33,0.0,True,False,False
23644,SET 10 CARDS CHRISTMAS TREE 16955,2011-09-30,2011-12-09,3.3299999999999996,5.0,16.65,10.0,True,False,False
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,2011-10-27,2011-12-08,2.49,9.0,22.410000000000004,6.0,True,False,False
23646,SET 10 CARDS JINGLE BELLS 16957,2011-09-07,2011-11-17,2.49,8.0,19.92,10.142857142857142,True,False,False
